employee_id,fullname,years_of_service_months,latest_rating,performance_group,grade,education,major,position,department,disc,mbti,iq,gtq,gdr_score_avg,cex_score_avg,ids_score_avg,qdd_score_avg,sto_score_avg,sea_score_avg,vcu_score_avg,lie_score_avg,ftc_score_avg,csi_score_avg,top_5_strengths,papi_n_score,papi_l_score,papi_p_score,papi_a_score
EMP100703,Dian Simanjuntak,30,3,Standard Performer,V,D3,Engineering,Sales Supervisor,IT,DC,ENFP,null,22,3.2,3,4,3.25,3,2.8,3.25,3.4,3.6,3,"Context, Includer, Belief, Significance, Focus",1,null,5,4
EMP100704,Kartika Halim Wijaya,44,3,Standard Performer,V,D3,Design,Finance Officer,IT,CD,ISFP,127,27,2.2,2.75,2.4,2.5,2.6,2.6,3,2.6,3,2.75,"Analytical, Strategic, Command, Woo, Activator",2,2,4,8
EMP100705,Gita Halim,31,3,Standard Performer,IV,S2,Design,Data Analyst,Operations,DC,ENFP,115,22,3.5,2.75,3,3.2,3,3,3.4,2.6,3.25,2.6,"Responsibility, Self-Assurance, Context, Developer, ",6,4,8,6
EMP100706,Eko Jatmiko Mahendra,76,2,Standard Performer,IV,D3,Economics,Supply Planner,Finance,DS,ISTP,107,28,3,2.4,2.8,3,2.75,3,2.4,2.4,2.25,2.8,"Woo, Context, Input, Significance, Harmony",8,2,5,1
EMP100707,Adit Fauziah,86,2,Standard Performer,V,S1,Design,Supply Planner,R&D,null,INTP,105,27,2.6,2.8,1.75,2.8,2.75,2.6,2.75,2,2.5,2,"Responsibility, Learner, Achiever, Strategic, Focus",4,9,9,2
EMP100708,Dian Hidayat,85,3,Standard Performer,V,D3,Psychology,HRBP,Operations,CS,ENTJ,92,22,3,3.2,4,3.2,3,3.4,4,3,3.4,3,"Intellection, Input, Focus, Arranger, Command",7,null,3,6
EMP100709,Citra Pramudita Ginting,33,1,Standard Performer,IV,D3,Psychology,Finance Officer,Finance,SC,ISFJ,121,33,3.2,2.8,3.25,3.66666666666667,3,2.75,3.2,3,3,3.2,"Command, Context, Intellection, Consistency, Empathy",7,null,1,null
EMP100711,Wulan Lestari,13,4,Standard Performer,III,D3,Statistics,Supply Planner,Finance,SC,ENTJ,133,32,2.75,2.75,3,2.75,2.75,3.5,3,3.25,3,2.75,"Competition, Restorative, Consistency, , Developer",null,2,2,3
EMP100712,Dinda Tamba,84,3,Standard Performer,IV,SMA,Statistics,Data Analyst,Marketing,SI,ESFP,null,null,2.2,2.33333333333333,2.4,2.6,2.2,2.2,2.2,2.6,1.75,2,"Analytical, Responsibility, Futuristic, Focus, ",4,2,5,5
EMP100713,Iman Indrawan,51,5,High Performer,III,S1,Statistics,Sales Supervisor,HR,SC,ISTP,88,23,3,3.2,3.2,3.2,3.2,3.8,2.8,3.4,3.2,2.66666666666667,"Learner, Includer, Activator, Restorative, Significance",5,null,null,7
EMP100714,Anisa Fadillah Mahendra,35,3,Standard Performer,IV,D3,Psychology,Supply Planner,HR,ID,ISTJ,119,23,3.4,2.8,3.4,3,3.5,2.4,2.4,2.8,2.8,3,"Individualization, Learner, , Responsibility, Communication",4,5,7,8
EMP100715,Novi Yudhistira Herlambang,37,3,Standard Performer,III,S2,Engineering,HRBP,IT,CI,INFP,84,26,3.6,3.8,3.6,3.5,3.6,3,3.6,3.6,3.75,3.8,"Competition, Deliberative, Maximizer, Learner, Command",9,3,3,null
EMP100716,Rizka Iqbal Firmansyah,30,3,Standard Performer,V,D3,Design,Data Analyst,Marketing,CI,ENTP,null,null,3,3.4,3,2.8,3.25,3,3.5,22.6,3.4,3.25,"Competition, , Relator, Empathy, Discipline",3,8,null,3
EMP100717,Nabila Utama Ananda,28,4,Standard Performer,IV,S2,Economics,Brand Executive,R&D,CI,INTJ,86,41,2.8,3,2.8,3,3.5,3.2,3.2,3,3.75,3.2,"Positivity, Connectedness, Activator, Consistency, Empathy",null,null,5,1
EMP100719,Dimas Gunawan,10,3,Standard Performer,V,SMA,Psychology,Sales Supervisor,Marketing,CS,INTP,null,null,4,2.66666666666667,3.25,4.33333333333333,4,4,4,4,3.5,2.5,", Maximizer, Empathy, Learner, Consistency",4,null,3,9
EMP100720,Bayu Lukman,44,4,Standard Performer,V,D3,Design,HRBP,Operations,SD,ISFJ,107,28,3.2,4.2,3.8,3.33333333333333,3.5,3.33333333333333,3.75,3.6,3.6,3.4,"Maximizer, Empathy, Consistency, Adaptability, Responsibility",1,3,3,7
EMP100721,Nadia Rachman Maulana,54,3,Standard Performer,V,D3,Design,Brand Executive,Marketing,CS,enfp,null,null,3.8,3.6,3.8,3.8,4,4.2,3.5,3.6,4,3.75,"Analytical, Intellection, , Relator, Strategic",4,3,6,4
EMP100722,Nadia Zulfikar,68,4,Standard Performer,III,D3,Engineering,Supply Planner,Operations,CD,null,126,29,3.5,3.6,3.8,3.6,3.5,3.75,3.5,3.6,3.8,3.4,"Futuristic, Includer, Maximizer, Significance, Input",1,1,3,4
EMP100723,Ayu Aji Permadi,35,5,High Performer,IV,D3,Design,Sales Supervisor,Finance,SD,ISTP,89,34,3.8,3.8,3.75,4,3.6,4,4.4,3.8,4,3.6,"Discipline, Harmony, Input, Consistency, Learner",2,5,1,2
EMP100724,Iman Fadillah Pratama,26,1,Standard Performer,III,SMA,Business,Supply Planner,R&D,SI,ESTJ,117,26,3.2,3,2.8,3.4,3.4,3.75,3.33333333333333,3,4,3.5,"Analytical, Woo, Strategic, Arranger, Maximizer",5,6,3,5
EMP100725,Evi Baskara Suharto,46,4,Standard Performer,V,S2,Business,Supply Planner,Marketing,IS,null,null,null,3.4,3.6,3.75,3.6,4,3.8,3.5,3.4,3.6,4,"Focus, Includer, Discipline, Learner, Significance",2,7,6,6
EMP100726,Fajar Pradana,76,4,Standard Performer,IV,D3,Business,Finance Officer,Finance,CD,INTP,105,27,2.66666666666667,3.5,3,2,2.6,3.2,3,3.4,3,2.8,"Woo, Ideation, Focus, , Learner",1,9,6,1
EMP100727,Sari Utama Hidayat,41,5,High Performer,IV,SMA,Statistics,Finance Officer,Finance,IS,ENFJ,110,19,3,3.2,3.25,2.8,27.25,3.4,2.8,3,2.6,2.8,"Significance, Self-Assurance, Focus, Communication, Learner",2,1,9,4
EMP100728,Rani Pradana,75,3,Standard Performer,IV,SMA,Business,HRBP,Finance,IS,ENTP,103,17,3,2.75,3.4,3.2,2.6,3.2,3.75,3,3.4,3,", Focus, Includer, Learner, Analytical",2,1,8,1
EMP100729,Ayunda Zulfikar,102,3,Standard Performer,IV,S2,Design,Finance Officer,HR,DC,ESTJ,null,29,3,3,2.8,2.8,3.4,3.4,2.6,3,3,3.4,"Relator, Futuristic, Adaptability, , ",7,6,6,3
EMP100730,Iman Yudhistira Gunawan,54,4,Standard Performer,V,D3,Design,Supply Planner,R&D,SI,INFP,94,24,3.4,3.6,3.4,3.6,3.4,3,3.25,3.4,3.5,3.4,"Communication, Discipline, Deliberative, Woo, Ideation",4,7,9,4
EMP100731,Adi Maulana,7,3,Standard Performer,III,S2,Psychology,Sales Supervisor,Finance,CD,ESTP,102,20,3.5,3.33333333333333,3.33333333333333,3.5,4,4,3.66666666666667,3.25,4,4.33333333333333,"Self-Assurance, Adaptability, Includer, Empathy, Discipline",2,2,5,5
EMP100732,Ayunda Setiawan,68,4,Standard Performer,IV,D3,Statistics,Sales Supervisor,R&D,CD,ENTJ,121,24,3,3.2,3,3,3.5,2.75,3.2,2.6,3,3.25,"Learner, Developer, Focus, Harmony, Deliberative",9,4,3,null
EMP100733,Utami Purnama,46,4,Standard Performer,III,S2,Psychology,Supply Planner,IT,SD,ESTP,116,26,2.8,2.8,2.6,3.4,3.4,2.4,3,3,3.2,3.2,"Relator, Positivity, Deliberative, Context, Analytical",6,1,5,9
EMP100734,Dimas Utami,14,1,Standard Performer,IV,D3,Psychology,Finance Officer,IT,SC,ENFJ,94,18,2.5,2.5,2.75,2.25,2.33333333333333,2.33333333333333,2.75,3.25,2.5,2.25,"Command, Responsibility, Competition, Learner, Relator",3,2,8,4
EMP100735,Oka Suharto,87,1,Standard Performer,IV,SMA,Psychology,Sales Supervisor,HR,CS,ESTP,136,21,2.8,2.8,2.6,2.4,2.6,2.6,3,2.8,3.5,2.8,", Activator, Learner, Intellection, Deliberative",null,1,9,null
EMP100736,Oktavia Situmorang,17,2,Standard Performer,IV,S1,Design,Supply Planner,R&D,ID,ISFP,120,26,2,2,2.66666666666667,1.75,2,1.75,2,1.5,1.75,2.25,"Arranger, Adaptability, Learner, Activator, Maximizer",3,7,1,9
EMP100737,Dwi Mahardika Lukman,18,4,Standard Performer,III,D3,Design,Data Analyst,Marketing,CD,ESFP,null,null,4.33333333333333,3.25,3.25,3,2.25,3.5,2.5,3,2.66666666666667,26.5,"Empathy, Command, Self-Assurance, Belief, Relator",7,4,4,4
EMP100738,Ahmad Halim,48,2,Standard Performer,III,SMA,Engineering,Supply Planner,IT,SI,INFP,140,29,2.4,3,2.25,2,2.2,2.6,2.2,2.25,2,3,"Analytical, Competition, Woo, Context, ",null,3,2,3
EMP100739,Prasetyo Halim Wijaya,32,5,High Performer,III,S2,Economics,HRBP,R&D,ID,ESTP,null,29,2.2,2.6,2,2,2.4,2,2.2,1.75,2,2,"Competition, Restorative, Developer, Responsibility, Analytical",4,6,7,4
EMP100740,Cahyo Herlambang,91,3,Standard Performer,III,S1,Business,HRBP,HR,IS,ISTP,135,29,2.8,2.8,3.2,21.8,3,3.2,3.5,2.66666666666667,3,3,"Discipline, Developer, Deliberative, Focus, ",8,5,2,5
EMP100742,Adi Dharma Rohman,67,4,Standard Performer,III,S2,Economics,Data Analyst,R&D,null,INFP,129,31,4,3.6,3,2.66666666666667,3,3.5,2.8,2.75,3.25,3.4,"Competition, Deliberative, Responsibility, Developer, Focus",4,9,5,7
EMP100744,Zaki Situmorang,58,1,Standard Performer,V,S1,Statistics,Sales Supervisor,Finance,SD,ESFJ,109,32,3.6,3.33333333333333,3.4,3.8,3.5,22.2,3.4,3,3.2,3.75,"Consistency, Activator, Futuristic, Self-Assurance, Input",5,7,3,2
EMP100745,Mahendra Utama Hartanto,40,3,Standard Performer,III,S1,Design,Supply Planner,R&D,SI,INFJ,122,26,3,3.25,3.4,3.4,3.6,3.2,3.4,3.4,3.25,3.6,"Significance, Learner, Ideation, Individualization, Focus",6,4,3,5
EMP100746,Rizka Mahardika Indrawan,55,3,Standard Performer,III,S1,Economics,Brand Executive,R&D,SD,ISTJ,133,23,3.2,3.33333333333333,3.6,3.2,3.6,3.8,3.2,3.4,3.5,3.6,"Positivity, Focus, Analytical, Self-Assurance, Relator",9,3,7,3
EMP100747,Tania Pratama,41,2,Standard Performer,III,SMA,Statistics,Supply Planner,HR,SD,ISFJ,100,25,3.4,3.6,3,2.4,3,3.5,3,3,2.8,2.6,"Positivity, Maximizer, Adaptability, Restorative, Arranger",null,2,1,3
EMP100748,Nurlita Utami,92,3,Standard Performer,III,D3,Design,Finance Officer,Marketing,ID,ESFP,null,null,3.75,3,3,3,3.2,3.4,3.6,3.8,3.25,3.2,", Communication, Connectedness, Analytical, Self-Assurance",4,1,9,6
EMP100749,Ayunda Indrawan,62,3,Standard Performer,III,S2,Statistics,Brand Executive,HR,null,ENFP,100,35,3.4,3.8,4,3.75,3.6,3.2,3.4,4,3.2,3.75,"Ideation, Empathy, Belief, Deliberative, Competition",7,3,6,9
EMP100750,Joko Qolbi Hasibuan,36,5,High Performer,V,S1,Design,Data Analyst,R&D,IC,null,98,35,2.25,2.8,3.2,3,3.6,2.75,3,3,3.25,2.8,"Self-Assurance, Discipline, Relator, Competition, Strategic",1,2,7,6
EMP100751,Hana Indrawan,36,3,Standard Performer,V,S2,Statistics,Finance Officer,HR,CS,ESTJ,122,42,3.2,3.4,3.75,3.33333333333333,3.25,3.2,2.8,2.6,3.4,3.6,"Achiever, Woo, Individualization, Input, Connectedness",4,8,2,3
EMP100752,Intan Salsabila,28,1,Standard Performer,IV,S2,Engineering,Brand Executive,R&D,DS,ENTJ,81,41,2.6,2.6,2.8,2,2.33333333333333,2.5,2.75,3.25,4,3.2,"Consistency, Includer, Competition, Strategic, Maximizer",3,7,null,2
EMP100753,Luthfi Fadillah Fauziah,25,1,Standard Performer,IV,D3,Economics,Brand Executive,R&D,CS,ISTP,121,28,2.25,3.5,2.75,2.75,2.5,3,2.75,2.25,2.5,2.6,"Significance, Input, , Relator, Competition",2,4,6,3
EMP100754,Dian Iqbal Permadi,91,3,Standard Performer,IV,SMA,Engineering,Sales Supervisor,IT,SC,ENFP,87,22,3,3.25,2.66666666666667,3,2.2,2.6,3,2.8,3,2.8,"Futuristic, Learner, Achiever, , Deliberative",8,2,null,8
EMP100755,Iman Utami,127,4,Standard Performer,IV,S1,Psychology,Brand Executive,IT,IS,ESFJ,97,23,3.6,4,4.2,3.25,4,3.4,3.8,3.8,4,3.6,"Developer, Futuristic, Restorative, Empathy, Positivity",5,null,null,3
EMP100756,Ari Herlambang,68,3,Standard Performer,IV,D3,Engineering,Finance Officer,Finance,SC,ENTP,114,15,3,4,4,3.4,3.2,3,3.2,3.5,3,3.5,"Input, Harmony, , Futuristic, Self-Assurance",7,4,7,9
EMP100757,Prasetyo Rohman,71,3,Standard Performer,V,SMA,Design,HRBP,Finance,DC,ENFJ,130,29,3.6,2.6,2.66666666666667,2.6,3.6,3.5,3,3,2.8,2.4,"Adaptability, Focus, Deliberative, Context, Individualization",1,7,9,6
EMP100758,Dwi Adi Maulana,73,5,High Performer,V,SMA,Engineering,Finance Officer,Operations,SC,INTJ,97,19,4,3.8,4,3.8,3.8,4.25,3.6,3.8,4,3.8,", Relator, Strategic, Self-Assurance, Developer",7,2,7,2
EMP100759,Rendra Nabila Maulida,42,2,Standard Performer,IV,D3,Engineering,Supply Planner,Operations,DS,null,128,25,2.6,3.2,3.4,3,3.2,3.2,3,3.25,3,3.2,", Developer, Maximizer, Arranger, Woo",8,5,2,8
EMP100760,Cahyo Tri Herlambang,62,3,Standard Performer,IV,D3,Statistics,Data Analyst,Operations,DI,ESTP,112,29,2.8,2.8,3,3.25,3,3.5,2.75,2.6,3,3,"Maximizer, Input, Belief, Intellection, Ideation",8,3,1,5
EMP100761,Maya Situmorang,57,5,High Performer,IV,S1,Economics,Finance Officer,R&D,DC,ISFP,94,27,2.8,2.8,2.8,2.8,3.6,3.2,2.75,3.2,3.2,3.2,"Analytical, Achiever, , Consistency, Self-Assurance",4,null,9,7
EMP100762,Valdo Kusuma Tamba,41,2,Standard Performer,IV,S2,Business,Supply Planner,Finance,CI,ENFJ,90,25,3,3.4,3.4,3.4,3.2,3.6,3.5,3.6,3.75,4,"Individualization, Command, Deliberative, Context, Ideation",8,1,2,9
EMP100763,Budi Pamungkas,40,3,Standard Performer,III,D3,Engineering,Brand Executive,Finance,null,ENFJ,135,34,2.75,3.25,2,3.25,2.75,3,3,3,3.2,2.8,"Activator, Context, Deliberative, Input, Responsibility",3,9,3,3
EMP100764,Nugroho Pradana,19,3,Standard Performer,III,SMA,Business,Sales Supervisor,R&D,SI,ISTP,110,18,3.5,3,3.25,3,3.25,3.25,3.25,3.5,3,3,"Significance, Achiever, Focus, Intellection, Positivity",9,7,3,null
EMP100765,Utami Hidayat,80,3,Standard Performer,IV,D3,Psychology,Brand Executive,Finance,IC,INTJ,100,27,2.8,2.66666666666667,2.6,2.6,2.75,2.6,3,3,3.2,2.5,"Belief, Adaptability, Harmony, Positivity, Activator",1,8,null,4
EMP100766,Zaki Adi Utami,12,2,Standard Performer,III,SMA,Psychology,Data Analyst,R&D,CS,INTP,120,36,3.5,2.66666666666667,3,2.5,27.5,3,3.25,3.25,3.25,3.25,"Input, Context, Learner, Futuristic, Activator",7,1,8,4
EMP100767,Zahra Hasibuan,47,3,Standard Performer,III,S1,Psychology,Supply Planner,Operations,CD,ENTJ,null,35,3.5,3,3.4,3,3.6,3.2,3,3,3.4,3,"Self-Assurance, Intellection, Harmony, Restorative, Communication",7,1,7,9
EMP100768,Nurlita Fadillah Kusuma,79,1,Standard Performer,IV,S2,Engineering,Sales Supervisor,R&D,IS,ESFJ,129,33,4,3.8,4,3.6,3.4,3.4,3.2,3.33333333333333,3.6,3.5,"Significance, , Harmony, Arranger, Responsibility",3,1,1,9
EMP100769,Ari Halim,24,3,Standard Performer,V,S1,Psychology,Supply Planner,Finance,SC,Istp,80,35,3.6,2.8,3.25,3.2,4,3.4,4,4,3.8,3.6,"Futuristic, , Input, Focus, Adaptability",1,9,1,2
EMP100770,Arif Qolbi Saputra,59,2,Standard Performer,V,D3,Engineering,Data Analyst,Finance,CS,ESTP,null,29,3.5,3,3,2.8,3.2,3.8,2.8,2.8,3.25,2.6,"Command, Learner, Self-Assurance, Empathy, Futuristic",6,3,5,6
EMP100771,Rani Aji Herlambang,68,4,Standard Performer,V,S1,Engineering,Sales Supervisor,Marketing,CS,ESTP,null,null,4,3.8,3.2,3.25,3.8,3,4,3.4,3,2.25,"Achiever, Relator, Command, , Positivity",1,4,9,8
EMP100772,Ayunda Subekti,26,3,Standard Performer,IV,D3,Business,HRBP,R&D,IS,ISFJ,88,29,3.25,3.2,2.8,3,2.8,3.2,3,3.2,3.8,3,"Developer, Maximizer, Includer, Discipline, Individualization",2,2,2,8
EMP100773,Ayu Hidayat,21,3,Standard Performer,V,S2,Economics,Finance Officer,HR,DI,ESTJ,130,23,3.5,3.33333333333333,4,3.75,3.25,4.33333333333333,3.25,3,3.25,3.75,", Positivity, Futuristic, Self-Assurance, Learner",1,8,6,3
EMP100774,Maya Sinaga,41,1,Standard Performer,V,D3,Engineering,Brand Executive,Operations,SI,ESTJ,83,29,1.33333333333333,1.8,1.6,2,2,1.8,2.2,1.5,1.8,2.25,"Maximizer, Competition, Input, Discipline, Intellection",1,6,9,7
EMP100775,Kartika Anggara,61,2,Standard Performer,III,S2,Economics,Finance Officer,Operations,CI,ENTP,104,29,3.4,3.4,3,3,2.8,2.8,3,2.4,3,3.2,"Ideation, Intellection, Empathy, Consistency, ",5,null,8,2
EMP100776,Yuni Gunawan,62,3,Standard Performer,IV,SMA,Economics,Data Analyst,R&D,null,INFP,139,38,3,2.2,2.2,2.6,2,2.8,3.5,2.5,2.6,2.25,"Strategic, Communication, Harmony, Achiever, Responsibility",5,1,9,7
EMP100777,Ahmad Fadillah Pratama,87,1,Standard Performer,IV,S2,Psychology,Finance Officer,Finance,DS,ISFJ,113,24,2.8,2.4,2.4,2.6,2.8,2.5,3,2.6,2.4,2.8,"Ideation, , Harmony, Strategic, Significance",5,5,8,6
EMP100778,Arif Qolbi Suharto,77,4,Standard Performer,III,D3,Statistics,Sales Supervisor,IT,IC,ENTJ,null,25,3.8,3.5,3,3.8,4.2,3,3.75,3.4,3.8,3.75,"Significance, Adaptability, Developer, Analytical, Command",6,1,6,8
EMP100780,Luthfi Pamungkas,12,4,Standard Performer,V,S1,Psychology,Sales Supervisor,IT,null,INFP,118,31,3,3.33333333333333,3,3,4,3.5,3,4.25,3,3.75,"Deliberative, Significance, Restorative, Communication, Focus",null,4,8,6
EMP100781,Bayu Yulianto,76,3,Standard Performer,IV,S2,Statistics,Data Analyst,HR,IS,ESFJ,131,26,3.5,3,3,3.4,2,2.8,3.75,3,2.8,4,"Achiever, Context, Includer, Competition, Communication",5,6,9,3
EMP100782,Adit Utama Siregar,113,3,Standard Performer,V,SMA,Statistics,Brand Executive,Marketing,DS,ESTJ,null,null,3.2,3,3.6,3,3.25,2.6,3.4,3.5,3,3,"Futuristic, Consistency, Adaptability, , Empathy",3,null,4,6
EMP100783,Kartika Wijaya Permadi,86,4,Standard Performer,V,S2,Design,Data Analyst,Operations,DC,ESFP,128,32,2.8,3,3,3,2.8,3.6,3.2,3.2,2.8,3.2,"Belief, Consistency, Individualization, Strategic, Analytical",3,1,2,9
EMP100784,Rendra Yulianto,37,1,Standard Performer,V,SMA,Design,Finance Officer,Finance,DS,ENFP,101,31,2,2.33333333333333,2,2.4,2.5,2.6,2.75,2.4,2.4,2.2,", Significance, Ideation, Achiever, Belief",7,4,7,4
EMP100785,Umar Fadillah Handayani,63,5,High Performer,IV,SMA,Engineering,Data Analyst,IT,SC,ISTP,96,34,3.2,2.75,3,3.75,2.8,3,2.8,2.6,2.8,3.4,"Achiever, Learner, Restorative, Competition, Woo",1,6,8,2
EMP100786,Nadia Baskara Halim,62,1,Standard Performer,V,S1,Economics,Sales Supervisor,IT,SD,inftj,88,22,2.8,1.6,3,2.2,2,2.2,2.2,2.2,2.2,2.2,"Context, Relator, Competition, Developer, Maximizer",2,2,3,9
EMP100787,Iman Lestari Tamba,107,4,Standard Performer,III,D3,Statistics,Finance Officer,Operations,DI,ENTP,101,41,4,3.33333333333333,3,3.2,3.5,2.75,3.5,3.25,3.66666666666667,4,"Adaptability, , Consistency, Input, Arranger",5,1,3,4
EMP100788,Bayu Kusuma Hidayat,97,1,Standard Performer,IV,SMA,Design,Brand Executive,Finance,IC,INFJ,139,31,1.75,2.25,1.5,3,2.25,2.25,3,2.2,2,2.25,"Adaptability, Harmony, , , Achiever",4,9,6,7
EMP100789,Oka Halim Setiawan,72,4,Standard Performer,V,D3,Economics,HRBP,IT,null,ESFP,125,31,3.2,2.8,2.4,3.25,2.66666666666667,2.5,3.25,2.75,2.8,3,", Intellection, Harmony, Relator, Adaptability",6,5,8,7
EMP100790,Joko Tri Lestari,78,1,Standard Performer,V,SMA,Psychology,Brand Executive,R&D,SD,ENFP,126,26,2.8,3.33333333333333,2.8,2.6,2.8,2.6,3,3.5,2.75,3,", Positivity, Communication, Restorative, Strategic",5,8,7,3
EMP100791,Rizki Saputra,55,2,Standard Performer,III,SMA,Design,Data Analyst,Operations,SC,ISTP,126,19,2.5,1.8,2.66666666666667,1.66666666666667,3,2.6,3,2.2,2.4,1.8,"Ideation, Relator, Connectedness, Achiever, Discipline",3,4,1,9
EMP100793,Zahra Rohman,89,4,Standard Performer,III,D3,Statistics,HRBP,R&D,IS,INTP,133,17,2.25,3,3.4,3.25,3.2,3.2,3.4,3.2,3,4,"Maximizer, , Empathy, Strategic, ",1,7,8,4
EMP100794,Wulan Kusuma Mahendra,56,3,Standard Performer,V,SMA,Psychology,Brand Executive,HR,SI,ENFJ,null,20,3.8,3.8,4,4.2,3.5,3.75,3.8,4.2,3.6,4.4,"Achiever, Adaptability, Arranger, , Self-Assurance",9,1,2,null
EMP100795,Nugroho Nugroho,37,3,Standard Performer,IV,S2,Economics,Finance Officer,IT,null,ESTJ,126,27,2.6,3,3.2,3.4,3,3,3,2.5,2.8,3.4,"Self-Assurance, Intellection, Focus, Developer, Futuristic",4,7,9,9
EMP100796,Adi Ridwan,31,4,Standard Performer,V,S2,Business,Supply Planner,Finance,CS,INTJ,95,31,3,2.6,3.25,3.2,2.6,2.8,2.6,2.5,2.8,2.75,"Self-Assurance, Input, Achiever, Intellection, Focus",3,6,5,5
EMP100797,Rani Maulida,67,3,Standard Performer,V,D3,Design,Sales Supervisor,R&D,SC,ESFJ,122,19,2,2.75,3,2.5,2.25,2.4,2.75,2.6,3,3,"Harmony, Empathy, Communication, Woo, Maximizer",5,6,6,8
EMP100798,Valdo Rachman Wibowo,55,1,Standard Performer,IV,S2,Psychology,Supply Planner,Operations,ID,INFP,132,28,2.6,2.75,2.66666666666667,2.2,2.4,3,2.8,2.8,2.6,2.6,"Input, , Adaptability, , Significance",9,9,5,2
EMP100800,Intan Wibowo,19,2,Standard Performer,IV,S2,Engineering,Supply Planner,Operations,DI,ENTJ,86,30,3,2.5,3.25,3.25,2.75,3.25,2.75,3.66666666666667,2.66666666666667,3.25,"Adaptability, Intellection, Analytical, Harmony, Belief",7,3,3,3
EMP100801,Umar Ridwan,41,2,Standard Performer,V,S2,Business,HRBP,Operations,IC,INFP,110,28,3.6,22.4,3.25,3,2.75,3,3.75,3.5,3.6,2.8,"Developer, , Learner, Positivity, Adaptability",4,5,5,5
EMP100802,Dimas Kusuma Indrawan,82,4,Standard Performer,V,S2,Engineering,Brand Executive,IT,SC,ISTP,112,27,3.5,3.8,23,3.8,3,3.6,3.75,3.5,3.66666666666667,4,"Deliberative, Arranger, Individualization, Focus, Connectedness",null,7,1,null
EMP100803,Maya Kusuma Putra,97,5,High Performer,IV,SMA,Business,Sales Supervisor,R&D,SC,enfp,136,30,3.75,3,4,3.8,4.33333333333333,3.4,4,3.4,3,3.4,"Individualization, Analytical, Achiever, Restorative, Developer",4,null,3,7
EMP100804,Luthfi Hidayat,40,3,Standard Performer,V,D3,Economics,Sales Supervisor,Marketing,SI,INTJ,null,null,2,1.8,2.4,3,2.75,2.2,2,2.75,2.25,2.4,"Activator, Adaptability, Positivity, Connectedness, Input",2,9,7,5
EMP100805,Oktavia Pratama,33,4,Standard Performer,IV,D3,Statistics,Sales Supervisor,IT,DS,ENFP,126,22,1.6,2.25,1.75,1.8,1.4,1.6,1.8,1.8,2.25,1.6,"Consistency, Developer, Command, Maximizer, Woo",7,8,7,5
EMP100807,Cahyo Pradana,36,3,Standard Performer,IV,D3,Statistics,Brand Executive,Marketing,IC,ENTJ,null,null,4,3.2,3.5,3.2,3.6,3.2,3,3.4,3.25,3.75,"Intellection, Input, , Self-Assurance, ",9,7,7,6
EMP100808,Mahendra Firmansyah,114,2,Standard Performer,IV,D3,Design,HRBP,IT,DC,INTP,107,27,2.8,2.5,2.8,4,2.8,3.4,3.4,2.6,3.2,2.8,"Competition, Individualization, Focus, Context, Developer",7,9,2,5
EMP100809,Dian Nugroho,69,2,Standard Performer,IV,S2,Business,Sales Supervisor,IT,SI,INTP,95,15,3.8,3.6,3.6,3.4,4,3.4,3.2,3.6,3.6,3.6,"Futuristic, Responsibility, Learner, Harmony, Significance",4,5,1,8
EMP100810,Mahendra Tri Permadi,65,3,Standard Performer,V,S1,Economics,HRBP,Marketing,ID,ESFJ,null,null,3,3,3,3.25,3,3.25,3,3,3,2.8,"Restorative, Self-Assurance, Harmony, Empathy, Ideation",6,7,7,4
EMP100811,Tania Aji Ramadhan,49,3,Standard Performer,III,D3,Economics,Data Analyst,IT,IC,null,113,36,3.2,3,3.2,3,2.5,3,3,3.2,3.33333333333333,2.5,", Developer, Maximizer, Self-Assurance, Adaptability",4,6,2,3
EMP100812,Lestari Herlambang,63,4,Standard Performer,IV,S1,Economics,Finance Officer,R&D,CS,INFP,110,26,3.2,4,3.8,3.6,3.25,3.6,3.2,3.4,3,3.4,"Achiever, , Context, Futuristic, Strategic",9,7,2,6
EMP100813,Vania Baskara Utami,26,3,Standard Performer,V,S2,Engineering,Finance Officer,HR,SI,INFJ,80,25,2.8,3,3,3,2.6,2.6,2.6,2.4,3.25,2.4,"Responsibility, Empathy, Analytical, Self-Assurance, Discipline",7,5,2,2
EMP100814,Vania Setiawan,75,3,Standard Performer,III,S1,Design,Finance Officer,Finance,null,ENTP,94,38,2,3,2.66666666666667,2.8,2,2.8,3,2.5,2.4,3,"Developer, Empathy, Learner, Context, Futuristic",2,3,7,9
EMP100815,Andi Dharma Saputra,77,3,Standard Performer,IV,SMA,Design,Sales Supervisor,HR,IS,ENTJ,135,26,3.4,4,2.8,4.25,3.6,3.4,3.2,3.6,3.4,3.4,"Developer, Connectedness, Strategic, Learner, ",null,2,null,5
EMP100816,Bella Aji Ginting,89,2,Standard Performer,IV,SMA,Psychology,Brand Executive,Marketing,CI,ISTJ,null,null,2.25,2.75,2.75,3,2.5,3,2.25,2.2,2.6,2.6,"Input, Connectedness, Individualization, Includer, Adaptability",8,3,4,3
EMP100817,Oka Handayani,37,4,Standard Performer,III,SMA,Engineering,Supply Planner,R&D,SI,ISFJ,140,19,3.33333333333333,2.6,2.6,2.8,2.6,2.8,2.6,2.8,2.6,2.6,"Discipline, Significance, Strategic, Input, Communication",7,7,2,null
